score,review,date
4.0,10年前に見たものだけど、衣装の色彩が印象的で、シーンごとに鮮明に記憶に焼き付いてる。,2022/08/05
0.0,スピルバーグのウエストサイドストーリーをみて、もとの作品も見なきゃと思い見ました。続けてみると、面白くないかなと思い間を開けたら、スピルバーグの記憶が薄れてきた。これは、エンドレスに代わり番個にみないとダメかも。子供の頃にみたから、ジョージチャキリス凄いかっこいいと思ったけど今みると子供だあ。そして、顔の色が不自然😵💤⤵️,2022/08/02
3.3,ダンスのクオリティ、構成も含めて、とても高かった、マンボのとこのめちゃ好きでもそれ以外は好きじゃなかったストーリー、なんで人殺してんのにその感情になれるのかわからない人間の感情に忠実じゃないでもこれを見たから、自分が好きな映画は、人間の感情を表現した作品ってことに気づけた気がする,2022/08/01
0.0,指パッチンダンス、見ていて小気味いい。悲劇とは知らず、、最後のマリアの何発残ってるの？何人殺せる？Don't you touch him!!の迫真具合が引き込まれた。愛した人を殺されても、怒りを鎮めきらなくても、マリアの愛のために奔走し、いたぶられ、絶望するアニタが魅力的なキャラだった。,2022/07/29
3.4,ミュージカル映画はやっぱり明るくハッピーな気持ちになれるストーリーが好きだから、、、ロミジュリ的な終わり方で悲劇な感じだったから、好き！！って感じにはならず。途中のアメリカ！のダンス対決のとこ音楽とダンスがとってもかっこよくてそのシーンは好きな感じ◎(歌い方とかには時代感じたけど笑)壁のある恋愛に真っ直ぐ進んでいく2人の関係性は素敵だった◎,2022/07/27
4.0,ミュージカル映画の代表作と言えばこれ。見ていたのにレビューを書いていなかったので今更ながら。古い作品なので少し時代を感じる部分はありますが、冒頭のシャークとジェットのダンス対決は本当にかっこよくて引き込まれます。やはりウエストサイドは音楽がやはりいいですし、踊りが素晴らしいですね。ストーリーは簡単に言えばロミオとジュリエット。ハッピーエンドが主流だったミュージカルの流れをぶった切った作品でもあります。最近のミュージカル作品にたくさんの影響を与えている作品なので、ミュージカル好きは必修作品かと←,2022/07/25
3.8,あんなに楽しく歌って踊ってのミュージカル映画だったのに、エンディング唐突 & 寂しすぎない！？ラストだけ納得いかず、、もう少し何か欲しかった🥲音楽が本当に最高。名曲ばっかり！！！争いは報復しか生まないし良くないね😔,2022/07/24
4.0,映像もダンスも良いけど何よりバーンスタインの音楽が最高。捨て曲なし。ストーリーは現代版ロミジュリなので好みあり。,2022/07/24
0.0,クライマックスで本当に殺してしまうなんて…。踊りながら演じているので、冗談なのか本当に起きたことなのか、一瞬分からなくなった。ビックリした。主演女優が初々しくてきれいでした。多少冗長で飽きてくるけど、今思い返すと案外新鮮で面白かったな。#また観てみたい,2022/07/22
3.8,リメイク版がオリジナルにとても忠実なんだなあということがよくわかった。歌と踊りは古いのに新しい。題材は暗さもあるけど華がある。今度はミュージカル版などでも見たいと思った。それにしても、一回踊っただけで魂のこもった大恋愛と運命に出逢えるのはある意味羨ましい。,2022/07/19
4.0,何度か演奏したこともある「ウエストサイドストーリー」、劇団四季の舞台などで親しんだ物語ですが、映画版をまともに鑑賞したのは、今回が初めて。冒頭のタイトルで延々とバーンスタインの曲だけが流れるのも驚きましたが、その後の展開も全編を支配するのは歌と踊り、セリフ以上に心に沁みる歌詞。バーンスタインのスコアに完全にやられましたが、物語に見え隠れする、アメリカの抱える人種問題、貧困、鬱屈する若者像・・・。骨太なテーマをミュージカルに昇華させた傑作たる所以ですね。大きなスクリーンで観たいなあ。今宵、今宵世界は光に溢れている周りは全て太陽と月が輝いている今宵、今宵世界は燃えるように輝いて激しく火花を散らしている今日までは、世界はただの住所ぼくに（私に）とっては暮らしていく場所ただそれだけの場所だったでも、今は君が（あなたが）いるそして、今宵色あせていた世界が輝く星に変わる,2022/07/16
3.6,ストーリーは意外と単純でロミオとジュリエットを下敷にした物語だが、踊りは言わずもがな、音楽がとても素晴らしい！,2022/07/16
2.0,トニーとマリアがとにかくクズ。特にマリア。最後は被害者ヅラか。こいつが余計なこと言わなければ、こんなことには。。。話の持って行き方もスピルバーグ版より雑で、その分「まぁ、いっか。所詮はミュージカルの映画化」とは思う。,2022/07/16
0.0,"思った以上にモダン。緻密に計算された構図や配色はカラー・シンボリズムというよりはモンドリアンの『ブロードウェイ・ブギウギ』のような抽象画さえを連想させた。最後にジェッツとシャークの若者たちが、おぼつかない動作ながらも共同でトニーの遺体を運び去っていく場面は正しくシェイクスピア悲劇だなあと感じた。この1961年版にはジェッツにもアイスのような「クールになれ」と呼びかけ、おてんばの女の子に「よくやった」と声をかけることのできるリベラルな理性の持ち主がいたのだが、2021年版ではどうなってたかというと……うーん。正直思い出せない。配役を調べた限りアイスという役は残っていたようだが、存在感はかなり薄まっていたのではないか。2021年版のジェッツにアイスが足りなかったとすると、それは落ちぶれた白人の男たちが最低ラインの理性さえ失くしてしまったということなのか。あるいはむしろリベラルたちが、彼らの理性を信じることを止めてしまったのが真の問題なのか。この期に及んでもトランプを追放できない共和党や、連邦最高裁の暴走ぶりをみていると前者の結論にどうしても傾く。しかし、1961年版におけるトニーの最後の言葉は「もっと信じていれば…（""I didn't believe hard enough.""）」だったよな、とも。",2022/07/11
